8.899641653093008295e-03 3.415481860821063975e+00
1.539332528288165670e-02 4.014678955078125000e+00
2.155046762996598239e-02 3.867491872687088605e+00
2.783660762585126597e-02 3.400644938151041963e+00
3.439928854529101382e-02 2.870996915377103331e+00
4.083988908678293228e-02 2.428427219390869141e+00
4.696089820801348236e-02 2.126309867527174102e+00
5.319831544433587661e-02 1.925082615443638234e+00
5.953007160048735813e-02 1.781272379557291785e+00
6.593106050382960270e-02 1.655312021962412672e+00
7.211112823241795644e-02 1.527250945262419890e+00
7.840743265709380905e-02 1.373184893594977751e+00
8.486374147573563786e-02 1.202865326944118296e+00
9.105720993371453631e-02 1.062561180824880713e+00
9.723119438183111529e-02 9.391835297131148064e-01
1.035474523099094157e-01 8.468702732987344328e-01
1.098380096325790867e-01 7.818050364878347258e-01
1.160878800454857029e-01 7.382049704906279430e-01
1.223769048302436324e-01 7.059288104209979764e-01
1.287591547856025143e-01 6.691899506327575464e-01
1.350589943281513827e-01 6.270490159650315976e-01
1.412290290659165837e-01 5.798011387722430410e-01
1.475161690700088069e-01 5.305788567263176603e-01
1.537996369822966225e-01 4.805830546050182672e-01
1.601026478659483554e-01 4.401958043946944121e-01
1.664508001660549019e-01 4.104411643962759815e-01
1.727583237560037233e-01 3.869690407708289981e-01
1.790245845132147351e-01 3.712431851464764732e-01
1.852702546080971790e-01 3.569111929005209793e-01
1.914887492119529966e-01 3.437205481150794051e-01
1.977904085892937536e-01 3.268198690530985662e-01
2.041115446406587541e-01 3.080626357613067134e-01
2.104256850836569714e-01 2.875491022478069980e-01
2.167058561960866769e-01 2.681226234914738660e-01
2.229761248051159717e-01 2.517271013058204332e-01
2.292828550697881274e-01 2.374551554060858882e-01
2.355310205895554676e-01 2.265581717606227896e-01
2.418144967727207939e-01 2.179602513514415363e-01
2.481043196360692704e-01 2.103441092344213170e-01
2.543667409246888611e-01 2.031808525888151584e-01
2.606678092543103231e-01 1.954637615260521599e-01
2.669430136113040697e-01 1.854956004716561413e-01
2.732519464783976226e-01 1.768128914022987219e-01
2.795627339315375770e-01 1.684920661193503033e-01
2.858373502475139438e-01 1.601770482757048086e-01
2.920953075698756729e-01 1.529204429699709544e-01
2.983525092968341563e-01 1.466416978587881670e-01
3.046702740008471189e-01 1.414361832776524774e-01
3.109590627528140416e-01 1.367562526199371520e-01
3.172239916515500191e-01 1.320207331730769151e-01
3.235299724572279767e-01 1.276669736287076029e-01
3.298388395071043533e-01 1.232312018090960526e-01
3.361383844359337458e-01 1.181957580441700267e-01
3.423877713306480719e-01 1.138380288428824244e-01
3.486623155692267217e-01 1.098539806547619013e-01
3.549448882949312045e-01 1.054301130943415127e-01
3.611996781549324798e-01 1.016881001987125221e-01
3.674875026172954029e-01 9.828249531134408690e-02
3.737698636248200090e-01 9.537806812333153583e-02
3.800714314497639634e-01 9.224223042582417598e-02
3.863585763589229560e-01 8.981275473747250826e-02
3.926354401118986037e-01 8.676575965436802984e-02
3.989457585494922132e-01 8.396511203849799099e-02
4.052156663313305485e-01 8.116267387076568640e-02
4.115034152883392804e-01 7.877552445736540898e-02
4.177905076349040514e-01 7.609941300798919728e-02
4.240487051047501788e-01 7.381326056905260224e-02
4.303463415118498614e-01 7.138231151573970479e-02
4.366358695421740932e-01 6.972119964068843045e-02
4.429029287921816826e-01 6.758132134210484421e-02
4.491680252572889942e-01 6.603334933781947191e-02
4.554486850820457788e-01 6.412139628268653802e-02
4.617725565885423267e-01 6.219199662938584144e-02
4.680757412093953795e-01 6.050516508487988748e-02
4.743564916629640638e-01 5.890064157459760918e-02
4.806425428564732871e-01 5.715053575544665893e-02
4.869129233098823395e-01 5.559886552471489385e-02
4.931745196394184405e-01 5.421072962051661642e-02
4.994506890543656263e-01 5.289355485985917926e-02
5.057241638978529075e-01 5.147068044609031529e-02
5.120042719980517631e-01 5.017432386503076214e-02
5.183192340646139984e-01 4.882351472605321596e-02
5.246161892892522438e-01 4.790756922737594153e-02
5.308869673046785476e-01 4.643023875706728254e-02
5.371637224096752483e-01 4.531022328759050366e-02
5.434652729571635144e-01 4.437419036930791150e-02
5.497524178004593587e-01 4.332665564498339172e-02
5.559970921381958142e-01 4.215430526053142585e-02
5.622866379023159222e-01 4.120858535275773171e-02
5.686033203527380842e-01 4.008355053711886579e-02
5.748823709563090079e-01 3.911701358523409638e-02
5.811585199734176088e-01 3.837449824354408762e-02
5.874446517276211699e-01 3.751914657483237936e-02
5.937246335834056588e-01 3.662910150324785730e-02
6.000023445208265693e-01 3.578929250988861777e-02
6.062700655927123483e-01 3.493937352250787304e-02
6.125564878198721530e-01 3.431327250102883530e-02
6.188675697062213654e-01 3.360781836155068980e-02
6.251436203714340056e-01 3.277815857051711440e-02
6.314092032308914471e-01 3.208213200094144762e-02
6.377070744462735030e-01 3.135845209956508034e-02
6.439915699782213787e-01 3.072019417053694842e-02
6.502746657481665027e-01 2.999537629824465534e-02
6.565654463687421449e-01 2.951357601435711242e-02
6.628457378217490481e-01 2.883765561585943660e-02
6.691273712706959920e-01 2.812754479050971410e-02
6.754135024521100705e-01 2.760729013505593479e-02
6.816942288653291548e-01 2.699560743537561883e-02
6.879707219643064198e-01 2.650342606858436395e-02
6.942401964891569133e-01 2.595659669985432919e-02
7.005213539313046578e-01 2.545747092336493947e-02
7.068163049835881617e-01 2.490740424128806349e-02
7.131046379544038194e-01 2.444611540694626231e-02
7.193979933183044517e-01 2.394585167183584107e-02
7.256912769458278012e-01 2.351923789686828983e-02
7.319732112087881104e-01 2.313676750078826408e-02
7.382575498732680819e-01 2.252768164805133214e-02
7.445309219837563663e-01 2.209126289501314733e-02
7.507908721544984676e-01 2.167681171272085178e-02
7.570762748651901353e-01 2.133152680658662731e-02
7.633652442780797243e-01 2.086624527811312135e-02
7.696523768503739094e-01 2.048352879718533595e-02
7.759443911184177312e-01 2.010568150880307284e-02
7.822388793759307291e-01 1.970243486282216572e-02
7.885422505712965657e-01 1.943830791377562303e-02
